,Open,High,Low,Close,Adj Close,Volume,time
2022-01-06 04:00:00+00:00,42918.84765625,43104.58984375,42761.45703125,43071.04296875,43071.04296875,1380364288,2022-01-06 04:00:00
2022-01-06 05:00:00+00:00,43061.9375,43199.5234375,42981.10546875,43090.28125,43090.28125,877666304,2022-01-06 05:00:00
2022-01-06 06:00:00+00:00,43085.04296875,43198.78515625,42988.5,43084.53125,43084.53125,495910912,2022-01-06 06:00:00
2022-01-06 07:00:00+00:00,43088.703125,43249.3828125,43072.50390625,43249.3828125,43249.3828125,591630336,2022-01-06 07:00:00
2022-01-06 08:00:00+00:00,43266.04296875,43266.546875,43011.8515625,43091.62890625,43091.62890625,389951488,2022-01-06 08:00:00
2022-01-06 09:00:00+00:00,43089.73828125,43089.73828125,42645.5390625,42645.5390625,42645.5390625,533774336,2022-01-06 09:00:00
2022-01-06 10:00:00+00:00,42647.953125,42910.88671875,42647.953125,42898.7890625,42898.7890625,600498176,2022-01-06 10:00:00
2022-01-06 11:00:00+00:00,42900.18359375,42929.05078125,42767.6796875,42904.36328125,42904.36328125,41385984,2022-01-06 11:00:00
2022-01-06 12:00:00+00:00,42898.30078125,42975.88671875,42732.9375,42975.88671875,42975.88671875,0,2022-01-06 12:00:00
2022-01-06 13:00:00+00:00,42974.37890625,43159.5546875,42968.0390625,43158.60546875,43158.60546875,537710592,2022-01-06 13:00:00
2022-01-06 14:00:00+00:00,43167.078125,43211.2734375,42971.89453125,42971.89453125,42971.89453125,87990272,2022-01-06 14:00:00
2022-01-06 15:00:00+00:00,42954.890625,43026.3671875,42812.69140625,43015.50390625,43015.50390625,219709440,2022-01-06 15:00:00
2022-01-06 16:00:00+00:00,42986.484375,43065.05859375,42866.22265625,42922.35546875,42922.35546875,0,2022-01-06 16:00:00
2022-01-06 17:00:00+00:00,42925.40625,43161.2109375,42895.87109375,43078.87890625,43078.87890625,160088064,2022-01-06 17:00:00
2022-01-06 18:00:00+00:00,43064.2734375,43341.21484375,43063.2265625,43310.06640625,43310.06640625,0,2022-01-06 18:00:00
2022-01-06 19:00:00+00:00,43361.41796875,43414.7265625,43313.7421875,43393.61328125,43393.61328125,0,2022-01-06 19:00:00
2022-01-07 00:00:00+00:00,43139.3984375,43152.97265625,42861.828125,42892.796875,42892.796875,0,2022-01-07 00:00:00
2022-01-07 01:00:00+00:00,42863.52734375,43009.83203125,42859.76953125,42999.421875,42999.421875,0,2022-01-07 01:00:00
2022-01-07 02:00:00+00:00,42997.125,42998.78125,42845.0703125,42845.0703125,42845.0703125,0,2022-01-07 02:00:00
2022-01-07 03:00:00+00:00,42844.72265625,42854.76171875,41859.71875,41859.71875,41859.71875,1668397056,2022-01-07 03:00:00
2022-01-07 04:00:00+00:00,41825.51171875,41890.4296875,41237.05078125,41632.14453125,41632.14453125,1782714368,2022-01-07 04:00:00
2022-01-07 05:00:00+00:00,41642.68359375,41883.640625,41618.37109375,41749.93359375,41749.93359375,480376832,2022-01-07 05:00:00
2022-01-07 06:00:00+00:00,41830.59765625,41835.7265625,41502.23046875,41556.09765625,41556.09765625,325990400,2022-01-07 06:00:00
2022-01-07 07:00:00+00:00,41587.15625,41707.96484375,41310.78125,41707.96484375,41707.96484375,22111260672,2022-01-07 07:00:00
2022-01-07 08:00:00+00:00,41715.75390625,42383.98046875,41691.07421875,42160.60546875,42160.60546875,3885756416,2022-01-07 08:00:00
2022-01-07 09:00:00+00:00,42150.2890625,42529.34765625,42128.8359375,42465.2421875,42465.2421875,1980932096,2022-01-07 09:00:00
2022-01-07 10:00:00+00:00,42454.86328125,42495.5,42261.03515625,42261.03515625,42261.03515625,908451840,2022-01-07 10:00:00
2022-01-07 11:00:00+00:00,42256.69921875,42321.3671875,42215.07421875,42261.05078125,42261.05078125,1101373440,2022-01-07 11:00:00
2022-01-07 12:00:00+00:00,42259.5625,42467.9375,42259.5625,42398.515625,42398.515625,1479639040,2022-01-07 12:00:00
2022-01-07 13:00:00+00:00,42394.87890625,42524.6484375,41547.078125,41571.40234375,41571.40234375,2587742208,2022-01-07 13:00:00
2022-01-07 14:00:00+00:00,41560.95703125,41987.65625,41518.203125,41963.72265625,41963.72265625,3840073728,2022-01-07 14:00:00
2022-01-07 15:00:00+00:00,41946.3984375,41946.3984375,41100.0625,41292.8125,41292.8125,3046375424,2022-01-07 15:00:00
2022-01-07 16:00:00+00:00,41288.5625,41989.921875,41077.4453125,41989.921875,41989.921875,3650363392,2022-01-07 16:00:00
2022-01-07 17:00:00+00:00,41992.90234375,42134.08203125,41833.015625,41969.53125,41969.53125,3398180864,2022-01-07 17:00:00
2022-01-07 18:00:00+00:00,41972.52734375,42008.4453125,41666.484375,41716.01953125,41716.01953125,479272960,2022-01-07 18:00:00
2022-01-07 19:00:00+00:00,41719.453125,41810.68359375,41629.40234375,41798.5546875,41798.5546875,2731196416,2022-01-07 19:00:00
2022-01-07 20:00:00+00:00,41797.7109375,42009.109375,41659.046875,42009.109375,42009.109375,3075989504,2022-01-07 20:00:00
2022-01-07 21:00:00+00:00,41995.30078125,42008.96484375,41898.73046875,41922.97265625,41922.97265625,0,2022-01-07 21:00:00
2022-01-07 22:00:00+00:00,41923.05859375,41923.05859375,41515.39453125,41525.34765625,41525.34765625,0,2022-01-07 22:00:00
2022-01-07 23:00:00+00:00,41532.953125,41590.8203125,41444.83203125,41564.23828125,41564.23828125,0,2022-01-07 23:00:00
2022-01-08 00:00:00+00:00,41561.46484375,42017.07421875,41561.46484375,42017.07421875,42017.07421875,0,2022-01-08 00:00:00
2022-01-08 01:00:00+00:00,42003.9296875,42181.23828125,41941.64453125,41942.87109375,41942.87109375,0,2022-01-08 01:00:00
2022-01-08 02:00:00+00:00,41942.02734375,41949.58203125,41772.8984375,41863.27734375,41863.27734375,0,2022-01-08 02:00:00
2022-01-08 03:00:00+00:00,41867.46875,41883.046875,41726.19140625,41840.70703125,41840.70703125,0,2022-01-08 03:00:00
2022-01-08 04:00:00+00:00,41854.81640625,41984.44140625,41823.9375,41943.2890625,41943.2890625,0,2022-01-08 04:00:00
2022-01-08 05:00:00+00:00,41937.81640625,41999.72265625,41878.66015625,41996.3671875,41996.3671875,0,2022-01-08 05:00:00
2022-01-08 06:00:00+00:00,41998.203125,41998.5078125,41837.6171875,41949.89453125,41949.89453125,0,2022-01-08 06:00:00
2022-01-08 07:00:00+00:00,41947.9609375,41981.24609375,41905.76171875,41908.625,41908.625,0,2022-01-08 07:00:00
2022-01-08 08:00:00+00:00,41919.6171875,42128.4140625,41919.6171875,42002.53515625,42002.53515625,0,2022-01-08 08:00:00
2022-01-08 09:00:00+00:00,42002.82421875,42150.8359375,41988.99609375,42150.8359375,42150.8359375,0,2022-01-08 09:00:00
2022-01-08 10:00:00+00:00,42148.5390625,42164.0859375,41918.91015625,41925.6953125,41925.6953125,0,2022-01-08 10:00:00
2022-01-08 11:00:00+00:00,41924.4296875,41963.59765625,41840.71875,41960.7109375,41960.7109375,0,2022-01-08 11:00:00
2022-01-08 12:00:00+00:00,41962.35546875,42034.5546875,41825.3203125,41878.83203125,41878.83203125,0,2022-01-08 12:00:00
2022-01-08 13:00:00+00:00,41878.8203125,41993.68359375,41755.5546875,41913.25390625,41913.25390625,0,2022-01-08 13:00:00
2022-01-08 14:00:00+00:00,41916.84375,41973.359375,41808.984375,41826.69140625,41826.69140625,0,2022-01-08 14:00:00
2022-01-08 15:00:00+00:00,41823.140625,41823.140625,41572.4296875,41617.91796875,41617.91796875,0,2022-01-08 15:00:00
2022-01-08 16:00:00+00:00,41602.7890625,41714.70703125,41439.4453125,41462.921875,41462.921875,0,2022-01-08 16:00:00
2022-01-08 17:00:00+00:00,41455.05859375,41455.05859375,40966.0390625,40966.0390625,40966.0390625,0,2022-01-08 17:00:00
2022-01-08 18:00:00+00:00,40947.265625,41200.31640625,40672.27734375,40836.4921875,40836.4921875,0,2022-01-08 18:00:00
2022-01-08 19:00:00+00:00,40809.78515625,40960.3359375,40730.8828125,40868.40234375,40868.40234375,0,2022-01-08 19:00:00
2022-01-08 20:00:00+00:00,40855.078125,41102.80078125,40807.20703125,40955.37109375,40955.37109375,0,2022-01-08 20:00:00
2022-01-08 21:00:00+00:00,40957.71875,41899.80078125,40957.71875,41827.1328125,41827.1328125,991803392,2022-01-08 21:00:00
2022-01-08 22:00:00+00:00,41812.90234375,42228.94140625,41777.6953125,41995.1015625,41995.1015625,609609728,2022-01-08 22:00:00
2022-01-08 23:00:00+00:00,41961.390625,41961.390625,41744.05859375,41744.05859375,41744.05859375,0,2022-01-08 23:00:00
2022-01-09 00:00:00+00:00,41719.4140625,41804.54296875,41507.33984375,41783.2890625,41783.2890625,323332096,2022-01-09 00:00:00
2022-01-09 01:00:00+00:00,41782.59765625,41872.53125,41691.890625,41755.81640625,41755.81640625,0,2022-01-09 01:00:00
2022-01-09 02:00:00+00:00,41772.31640625,42119.6171875,41772.31640625,42102.609375,42102.609375,412663808,2022-01-09 02:00:00
2022-01-09 03:00:00+00:00,42090.04296875,42090.04296875,41867.67578125,41874.44140625,41874.44140625,0,2022-01-09 03:00:00
2022-01-09 04:00:00+00:00,41875.30078125,42083.56640625,41868.234375,42058.29296875,42058.29296875,92497920,2022-01-09 04:00:00
2022-01-09 05:00:00+00:00,42064.23828125,42083.8828125,41777.82421875,41777.82421875,41777.82421875,0,2022-01-09 05:00:00
2022-01-09 06:00:00+00:00,41782.8203125,41919.70703125,41748.4609375,41901.16796875,41901.16796875,0,2022-01-09 06:00:00
2022-01-09 07:00:00+00:00,41900.71484375,41920.35546875,41829.90625,41842.015625,41842.015625,0,2022-01-09 07:00:00
2022-01-09 08:00:00+00:00,41815.90625,41936.07421875,41679.828125,41732.6171875,41732.6171875,0,2022-01-09 08:00:00
2022-01-09 09:00:00+00:00,41728.3359375,41772.48046875,41568.7421875,41568.7421875,41568.7421875,0,2022-01-09 09:00:00
2022-01-09 10:00:00+00:00,41563.375,41690.51953125,41500.234375,41645.06640625,41645.06640625,0,2022-01-09 10:00:00
2022-01-09 11:00:00+00:00,41650.71484375,41872.31640625,41650.71484375,41839.71875,41839.71875,76584960,2022-01-09 11:00:00
2022-01-09 12:00:00+00:00,41842.46875,41876.56640625,41718.41796875,41798.2734375,41798.2734375,0,2022-01-09 12:00:00
2022-01-09 13:00:00+00:00,41795.87109375,41864.2890625,41603.55859375,41605.3671875,41605.3671875,0,2022-01-09 13:00:00
2022-01-09 14:00:00+00:00,41591.50390625,41744.46875,41562.8359375,41640.10546875,41640.10546875,102346752,2022-01-09 14:00:00
2022-01-09 15:00:00+00:00,41639.8359375,41639.8359375,41338.16015625,41604.26953125,41604.26953125,0,2022-01-09 15:00:00
2022-01-09 16:00:00+00:00,41611.52734375,42031.53515625,41607.4375,42031.53515625,42031.53515625,0,2022-01-09 16:00:00
2022-01-09 17:00:00+00:00,42038.51171875,42109.0859375,41955.875,42044.78515625,42044.78515625,0,2022-01-09 17:00:00
2022-01-09 18:00:00+00:00,42047.2890625,42190.27734375,42038.69140625,42038.69140625,42038.69140625,0,2022-01-09 18:00:00
2022-01-09 19:00:00+00:00,42027.34765625,42596.875,42009.0078125,42596.875,42596.875,0,2022-01-09 19:00:00
2022-01-09 20:00:00+00:00,42631.0859375,42663.94921875,42447.1015625,42460.34765625,42460.34765625,0,2022-01-09 20:00:00
2022-01-09 21:00:00+00:00,42463.51953125,42502.73046875,42354.58203125,42363.9140625,42363.9140625,0,2022-01-09 21:00:00
2022-01-09 22:00:00+00:00,42361.21484375,42466.6640625,42199.83984375,42205.0625,42205.0625,0,2022-01-09 22:00:00
2022-01-09 23:00:00+00:00,42207.8671875,42264.29296875,41848.11328125,41910.51171875,41910.51171875,90257408,2022-01-09 23:00:00
2022-01-10 00:00:00+00:00,41910.23046875,42022.74609375,41772.81640625,41772.81640625,41772.81640625,0,2022-01-10 00:00:00
2022-01-10 01:00:00+00:00,41766.47265625,41844.265625,41717.4453125,41841.09765625,41841.09765625,0,2022-01-10 01:00:00
2022-01-10 02:00:00+00:00,41840.5625,41992.453125,41791.74609375,41973.1015625,41973.1015625,0,2022-01-10 02:00:00
2022-01-10 03:00:00+00:00,41972.22265625,41994.359375,41919.1015625,41978.28515625,41978.28515625,0,2022-01-10 03:00:00
2022-01-10 04:00:00+00:00,41978.4609375,42198.05859375,41963.91015625,42198.05859375,42198.05859375,135274496,2022-01-10 04:00:00
